trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'e': 0.02476005539009362, 'a': 0.2}",25,10,2.711699831059521,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
369,False,"{'e': 0.024512454836192684, 'a': 0.2}",25,16,15.119733733617249,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'e': 0.024267330287830756, 'a': 0.2}",25,12,22.120578384148224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'e': 0.024024656984952448, 'a': 0.2}",20,6,23.39881635773425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'e': 0.023784410415102923, 'a': 0.2}",25,16,14.548293034090698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'e': 0.023546566310951894, 'a': 0.2}",30,4,-9.413347521179787,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
374,False,"{'e': 0.023311100647842375, 'a': 0.2}",30,8,37.59361486521567,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'e': 0.02307798964136395, 'a': 0.2}",20,6,21.993230474116906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'e': 0.022847209744950314, 'a': 0.2}",20,11,17.770814600702014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'e': 0.02261873764750081, 'a': 0.2}",20,10,18.886217185508286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'e': 0.022392550271025803, 'a': 0.2}",25,0,-0.43035930110683274,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
379,False,"{'e': 0.022168624768315544, 'a': 0.2}",25,17,17.098094845841217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'e': 0.02194693852063239, 'a': 0.2}",25,8,-12.563775259683036,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'e': 0.021727469135426065, 'a': 0.2}",25,11,21.809508649747194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'e': 0.021510194444071803, 'a': 0.2}",25,18,1.4181542252707602,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'e': 0.021295092499631085, 'a': 0.2}",20,3,24.99312797912851,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'e': 0.021082141574634772, 'a': 0.2}",20,15,9.309712039114961,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'e': 0.020871320158888425, 'a': 0.2}",20,0,3.7589435368826383,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
386,False,"{'e': 0.020662606957299542, 'a': 0.2}",25,17,18.838604406649445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'e': 0.020455980887726547, 'a': 0.2}",20,8,20.327854419922662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'e': 0.02025142107884928, 'a': 0.2}",20,10,19.12948995109239,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'e': 0.020048906868060788, 'a': 0.2}",25,20,7.7548256221998075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'e': 0.01984841779938018, 'a': 0.2}",20,8,19.997454522090237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'e': 0.019649933621386378, 'a': 0.2}",25,8,31.39722849500551,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'e': 0.019453434285172513, 'a': 0.2}",35,16,30.86384769912175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'e': 0.019258899942320787, 'a': 0.2}",30,16,23.755707306135616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'e': 0.01906631094289758, 'a': 0.2}",35,12,41.65773317512319,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'e': 0.018875647833468602, 'a': 0.2}",20,10,19.89021368403791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'e': 0.018686891355133916, 'a': 0.2}",25,10,28.08333269148049,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'e': 0.018500022441582577, 'a': 0.2}",25,15,18.786305673679937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'e': 0.01831502221716675, 'a': 0.2}",20,10,15.834814714709342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'e': 0.018131871994995084, 'a': 0.2}",25,14,23.740806912604917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'e': 0.017950553275045134, 'a': 0.2}",20,9,16.75000773291581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'e': 0.017771047742294682, 'a': 0.2}",30,18,21.32989263116059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'e': 0.017593337264871736, 'a': 0.2}",20,10,17.788922885854376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'e': 0.01741740389222302, 'a': 0.2}",25,2,36.493253103939125,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'e': 0.01724322985330079, 'a': 0.2}",25,10,25.095158976359425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'e': 0.017070797554767782, 'a': 0.2}",35,26,16.67218978306901,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'e': 0.016900089579220106, 'a': 0.2}",25,10,25.138650673023733,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'e': 0.016731088683427906, 'a': 0.2}",30,11,35.14587975915362,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'e': 0.016563777796593626, 'a': 0.2}",30,8,-6.4209513006526935,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'e': 0.016398140018627688, 'a': 0.2}",25,7,-19.939650411858235,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
410,False,"{'e': 0.01623415861844141, 'a': 0.2}",30,0,40.14631112816983,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'e': 0.016071817032256998, 'a': 0.2}",20,12,14.74359759949974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'e': 0.01591109886193443, 'a': 0.2}",25,14,18.965776447553576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'e': 0.015751987873315085, 'a': 0.2}",20,11,14.394536564026506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'e': 0.015594467994581935, 'a': 0.2}",20,11,13.854250229088699,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'e': 0.015438523314636115, 'a': 0.2}",25,0,40.587416947836694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'e': 0.015284138081489753, 'a': 0.2}",20,5,23.887922142645174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'e': 0.015131296700674856, 'a': 0.2}",25,11,24.793539032899204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'e': 0.014979983733668108, 'a': 0.2}",25,7,25.86234840537735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'e': 0.014830183896331426, 'a': 0.2}",20,13,11.301712398963165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'e': 0.014681882057368112, 'a': 0.2}",25,0,37.50060708610649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,False,"{'e': 0.01453506323679443, 'a': 0.2}",20,3,10.186956673209501,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'e': 0.014389712604426485, 'a': 0.2}",20,11,14.407908911099428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'e': 0.01424581547838222, 'a': 0.2}",20,1,27.231627589622953,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'e': 0.014103357323598397, 'a': 0.2}",20,0,28.324381987494423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'e': 0.013962323750362413, 'a': 0.2}",25,9,22.393200577111983,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'e': 0.013822700512858789, 'a': 0.2}",30,14,32.66148595424889,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'e': 0.0136844735077302, 'a': 0.2}",25,17,16.152983146411902,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'e': 0.013547628772652899, 'a': 0.2}",20,0,26.622834299407316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
429,False,"{'e': 0.01341215248492637, 'a': 0.2}",20,11,14.24056058483287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'e': 0.013278030960077106, 'a': 0.2}",25,19,10.735976590574893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'e': 0.013145250650476335, 'a': 0.2}",20,9,16.99155708127222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'e': 0.01301379814397157, 'a': 0.2}",25,15,21.81747804164885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'e': 0.012883660162531854, 'a': 0.2}",20,8,21.460482783070688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'e': 0.012754823560906535, 'a': 0.2}",20,8,23.56213809651406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'e': 0.01262727532529747, 'a': 0.2}",25,15,14.669998033833885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'e': 0.012501002572044496, 'a': 0.2}",20,5,28.48492419629953,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'e': 0.01237599254632405, 'a': 0.2}",25,16,17.050928328339893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'e': 0.01225223262086081, 'a': 0.2}",20,14,13.790409892297266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'e': 0.012129710294652202, 'a': 0.2}",25,0,41.88699416991781,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'e': 0.01200841319170568, 'a': 0.2}",20,7,23.013223283425095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'e': 0.011888329059788623, 'a': 0.2}",25,11,27.17952229604388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'e': 0.011769445769190737, 'a': 0.2}",30,17,21.739132854774773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'e': 0.01165175131149883, 'a': 0.2}",20,12,16.008851074881623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'e': 0.011535233798383842, 'a': 0.2}",20,13,14.427702344767903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'e': 0.011419881460400004, 'a': 0.2}",20,6,22.466365077562365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'e': 0.011305682645796004, 'a': 0.2}",30,13,15.485497597070633,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'e': 0.011192625819338045, 'a': 0.2}",25,0,32.97861453177174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'e': 0.011080699561144665, 'a': 0.2}",20,12,2.883568372323743,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'e': 0.010969892565533218, 'a': 0.2}",20,15,8.1803161767874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'e': 0.010860193639877886, 'a': 0.2}",30,23,8.896939744742049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'e': 0.010751591703479106, 'a': 0.2}",20,3,25.849888718778363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'e': 0.010644075786444315, 'a': 0.2}",20,9,18.09709892487787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'e': 0.010537635028579873, 'a': 0.2}",20,12,14.200861862540336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'e': 0.010432258678294073, 'a': 0.2}",25,13,18.147492554955512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'e': 0.010327936091511133, 'a': 0.2}",35,24,22.834984919765432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'e': 0.010224656730596022, 'a': 0.2}",20,15,7.5097076066403154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.01012241016329006, 'a': 0.2}",30,23,15.246357903546432,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'e': 0.01002118606165716, 'a': 0.2}",25,15,16.89672464391525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'e': 0.009920974201040588, 'a': 0.2}",20,9,17.87798346873776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0.0, 'a': 0.0}",30,12,29.95417712101991,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0.0, 'a': 0.0}",35,19,27.998320185504642,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0.0, 'a': 0.0}",25,17,15.488503171846938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0.0, 'a': 0.0}",20,0,29.59715229741026,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'e': 0.0, 'a': 0.0}",20,6,29.18222964232308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0.0, 'a': 0.0}",20,13,10.30959526982507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0.0, 'a': 0.0}",20,13,14.720192549766828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0.0, 'a': 0.0}",30,14,26.210195619303573,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0.0, 'a': 0.0}",20,9,17.252534352400044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0.0, 'a': 0.0}",25,9,32.04731163291746,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
